timestamp (in seconds),bus_trip_no,status,bus_stop_no,latitude,longitude,distance
1027,1,DISPATCHED_FROM,1,45.492786,-122.401855,0.0
1050,1,TRANSIT_TO,2,45.494644400000006,-122.40786605,512.0609217012939
1080,1,TRANSIT_TO,2,45.4970684,-122.41570655,1179.9664717464598
1110,1,TRANSIT_TO,2,45.4994924,-122.42354705,1847.8720217916257
1127,1,STOPPED_AT,2,45.500866,-122.42799,2226.3518334838864
1140,1,TRANSIT_TO,3,45.50088494,-122.42798099999999,2228.5715978799
1170,1,TRANSIT_TO,3,45.50116904,-122.427846,2261.8680638201035
1200,1,TRANSIT_TO,3,45.50145314,-122.427711,2295.1645297603072
1230,1,TRANSIT_TO,3,45.501737240000004,-122.427576,2328.460995700511
1260,1,TRANSIT_TO,3,45.50202134,-122.427441,2361.7574616407146
1290,1,TRANSIT_TO,3,45.50230544,-122.427306,2395.0539275809183
1320,1,TRANSIT_TO,3,45.50258954,-122.427171,2428.350393521122
1338,1,STOPPED_AT,3,45.50276,-122.42709,2448.3282730852443
1350,1,DWELL_AT,3,45.50276,-122.42709,2448.3282730852443
1380,1,TRANSIT_TO,4,45.50256976588629,-122.42685622073579,2476.246417856303
1410,1,TRANSIT_TO,4,45.50209418060201,-122.42627177257526,2546.041779783951
1440,1,TRANSIT_TO,4,45.50161859531773,-122.42568732441472,2615.837141711598
1470,1,TRANSIT_TO,4,45.501143010033445,-122.42510287625419,2685.632503639246
1500,1,TRANSIT_TO,4,45.50066742474916,-122.42451842809365,2755.427865566893
1530,1,TRANSIT_TO,4,45.50019183946488,-122.42393397993311,2825.223227494541
1560,1,TRANSIT_TO,4,45.4997162541806,-122.42334953177259,2895.0185894221886
1590,1,TRANSIT_TO,4,45.49924066889632,-122.42276508361205,2964.813951349836
1620,1,TRANSIT_TO,4,45.498765083612035,-122.42218063545151,3034.6093132774836
1650,1,TRANSIT_TO,4,45.49828949832776,-122.42159618729097,3104.404675205131
1667,1,STOPPED_AT,4,45.49802,-122.421265,3143.9553802974647
1680,1,DWELL_AT,4,45.49802,-122.421265,3143.9553802974647
1710,1,TRANSIT_TO,5,45.497776625,-122.4204240625,3214.8688797490663
