timestamp (in seconds),bus_trip_no,status,bus_stop_no,stop_id,stop_name,latitude,longitude,distance
73375,1,DISPATCHED_FROM,1,1316,NW Division & Civic Dr,45.504618,-122.441835,0.0
73380,1,TRANSIT_TO,2,1334,NW Division & Eastwood Ave,45.50461765413534,-122.44198881203008,11.986816740567793
73410,1,TRANSIT_TO,2,1334,NW Division & Eastwood Ave,45.504615578947366,-122.44291168421053,83.90771718397455
73440,1,TRANSIT_TO,2,1334,NW Division & Eastwood Ave,45.5046135037594,-122.44383455639098,155.82861762738133
73470,1,TRANSIT_TO,2,1334,NW Division & Eastwood Ave,45.50461142857143,-122.44475742857142,227.74951807078807
73500,1,TRANSIT_TO,2,1334,NW Division & Eastwood Ave,45.50460935338346,-122.44568030075187,299.67041851419486
73524,2,DISPATCHED_FROM,1,1316,NW Division & Civic Dr,45.504618,-122.441835,0.0
73530,2,TRANSIT_TO,2,1334,NW Division & Eastwood Ave,45.504617617728535,-122.44200500277007,13.248586923785457
73530,1,TRANSIT_TO,2,1334,NW Division & Eastwood Ave,45.50460727819549,-122.44660317293233,371.59131895760163
73560,2,TRANSIT_TO,2,1334,NW Division & Eastwood Ave,45.50461570637119,-122.4428550166205,79.49152154271275
73560,1,TRANSIT_TO,2,1334,NW Division & Eastwood Ave,45.50460520300752,-122.44752604511278,443.5122194010084
73590,2,TRANSIT_TO,2,1334,NW Division & Eastwood Ave,45.50461379501385,-122.44370503047091,145.73445616164003
73590,1,TRANSIT_TO,2,1334,NW Division & Eastwood Ave,45.50460312781955,-122.44844891729323,515.4331198444152
73620,2,TRANSIT_TO,2,1334,NW Division & Eastwood Ave,45.50461188365651,-122.44455504432133,211.9773907805673
73620,1,TRANSIT_TO,2,1334,NW Division & Eastwood Ave,45.50460105263158,-122.44937178947369,587.3540202878219
73650,2,TRANSIT_TO,2,1334,NW Division & Eastwood Ave,45.50460997229917,-122.44540505817174,278.2203253994946
73650,1,TRANSIT_TO,2,1334,NW Division & Eastwood Ave,45.504598977443614,-122.45029466165414,659.2749207312287
73680,2,TRANSIT_TO,2,1334,NW Division & Eastwood Ave,45.50460806094183,-122.44625507202215,344.46326001842186
73680,1,TRANSIT_TO,2,1334,NW Division & Eastwood Ave,45.50459690225564,-122.4512175338346,731.1958211746354
73710,1,TRANSIT_TO,2,1334,NW Division & Eastwood Ave,45.50459482706767,-122.45214040601503,803.1167216180422
73710,2,TRANSIT_TO,2,1334,NW Division & Eastwood Ave,45.50460614958449,-122.44710508587258,410.70619463734914
73740,2,TRANSIT_TO,2,1334,NW Division & Eastwood Ave,45.504604238227145,-122.44795509972299,476.9491292562764
73740,1,TRANSIT_TO,2,1334,NW Division & Eastwood Ave,45.5045927518797,-122.45306327819549,875.0376220614489
73770,2,TRANSIT_TO,2,1334,NW Division & Eastwood Ave,45.50460232686981,-122.44880511357341,543.1920638752038
73770,1,TRANSIT_TO,2,1334,NW Division & Eastwood Ave,45.504590676691734,-122.45398615037594,946.9585225048558
73800,1,TRANSIT_TO,2,1334,NW Division & Eastwood Ave,45.50458860150376,-122.4549090225564,1018.8794229482625
73800,2,TRANSIT_TO,2,1334,NW Division & Eastwood Ave,45.50460041551246,-122.44965512742382,609.434998494131
73830,1,TRANSIT_TO,2,1334,NW Division & Eastwood Ave,45.50458652631579,-122.45583189473685,1090.8003233916693
73830,2,TRANSIT_TO,2,1334,NW Division & Eastwood Ave,45.504598504155126,-122.45050514127423,675.6779331130583
73860,1,TRANSIT_TO,2,1334,NW Division & Eastwood Ave,45.50458445112782,-122.4567547669173,1162.721223835076
73860,2,TRANSIT_TO,2,1334,NW Division & Eastwood Ave,45.50459659279779,-122.45135515512466,741.9208677319856
73890,1,TRANSIT_TO,2,1334,NW Division & Eastwood Ave,45.504582375939854,-122.45767763909775,1234.6421242784827
73890,2,TRANSIT_TO,2,1334,NW Division & Eastwood Ave,45.504594681440445,-122.45220516897507,808.1638023509129
73920,1,TRANSIT_TO,2,1334,NW Division & Eastwood Ave,45.50458030075188,-122.4586005112782,1306.5630247218896
73920,2,TRANSIT_TO,2,1334,NW Division & Eastwood Ave,45.50459277008311,-122.45305518282548,874.4067369698402
73950,2,TRANSIT_TO,2,1334,NW Division & Eastwood Ave,45.50459085872576,-122.4539051966759,940.6496715887674
73950,1,TRANSIT_TO,2,1334,NW Division & Eastwood Ave,45.50457822556391,-122.45952338345865,1378.4839251652963
73980,1,TRANSIT_TO,2,1334,NW Division & Eastwood Ave,45.50457615037594,-122.4604462556391,1450.404825608703
73980,2,TRANSIT_TO,2,1334,NW Division & Eastwood Ave,45.504588947368426,-122.45475521052632,1006.8926062076947
74010,1,TRANSIT_TO,2,1334,NW Division & Eastwood Ave,45.504574075187975,-122.46136912781955,1522.3257260521098
74010,2,TRANSIT_TO,2,1334,NW Division & Eastwood Ave,45.50458703601108,-122.45560522437674,1073.135540826622
74040,2,TRANSIT_TO,2,1334,NW Division & Eastwood Ave,45.504585124653744,-122.45645523822715,1139.3784754455492
74040,1,STOPPED_AT,2,1334,NW Division & Eastwood Ave,45.504572,-122.462292,1594.2466264955167
74070,2,TRANSIT_TO,2,1334,NW Division & Eastwood Ave,45.5045832132964,-122.45730525207756,1205.6214100644765
74070,1,TRANSIT_TO,3,1360,SE Division & 101st Ave,45.5045422,-122.4818374,3117.4491242623308
74100,2,TRANSIT_TO,2,1334,NW Division & Eastwood Ave,45.50458130193906,-122.45815526592799,1271.864344683404
74100,1,TRANSIT_TO,3,1360,SE Division & 101st Ave,45.504492533333334,-122.51441306666666,5656.119953873687
74130,1,TRANSIT_TO,3,1360,SE Division & 101st Ave,45.50444286666667,-122.54698873333334,8194.790783485045
74130,2,TRANSIT_TO,2,1334,NW Division & Eastwood Ave,45.50457939058172,-122.4590052797784,1338.107279302331
74142,1,STOPPED_AT,3,1360,SE Division & 101st Ave,45.504423,-122.560019,9210.259115329587
