pippenId,pippenCreatedAt,tripId,tripRouteId,tripDirectionId,tripStartTime,tripStartDate,vehicleTimestamp,vehicleLabel,vehicleID,vehicleLat,vehicleLong,vehicleBearing,vehicleStopSequence,vehicleStopID,vehicleCurrentStatus
5,2023-09-17T20:07:08.669832Z,12748579,2,0,,,1694981223,FX2 To Portland,3313,45.50458,-122.4905,270,11,1416,IN_TRANSIT_TO
6,2023-09-17T20:07:08.672468Z,12748576,2,0,,,1694981210,FX2 To Portland,3321,45.504826,-122.645905,270,33,14243,STOPPED_AT
7,2023-09-17T20:07:08.675143Z,12748578,2,0,,,1694981210,FX2 To Portland,4502,45.5044,-122.56432,271,21,13298,IN_TRANSIT_TO
8,2023-09-17T20:07:08.677592Z,12748118,2,0,,,1694981201,FX2 To Gresham,4509,45.50525,-122.66653,47,9,13772,IN_TRANSIT_TO
9,2023-09-17T20:07:08.679885Z,12748581,2,0,,,1694981210,FX2 To Portland,4511,45.502277,-122.418045,211,2,14232,IN_TRANSIT_TO
10,2023-09-17T20:07:08.682673Z,12748575,2,0,,,1694981201,FX2 To NW 5th & Hoyt,4512,45.51732,-122.6796,20,40,7800,IN_TRANSIT_TO
11,2023-09-17T20:07:08.685099Z,12748119,2,0,,,1694981201,FX2 To Gresham,4514,45.520123,-122.67683,200,3,7642,STOPPED_AT
12,2023-09-17T20:07:08.687465Z,12748115,2,0,,,1694981210,FX2 To Cleveland Ave,4517,45.504444,-122.45251,89,38,9426,IN_TRANSIT_TO
13,2023-09-17T20:07:08.689748Z,12748116,2,0,,,1694981207,FX2 To Gresham,4520,45.504387,-122.56388,91,24,1359,IN_TRANSIT_TO
14,2023-09-17T20:07:08.69198Z,12748577,2,0,,,1694981223,FX2 To Portland,4523,45.50513,-122.61888,229,29,1459,IN_TRANSIT_TO
16,2023-09-17T20:07:08.696578Z,12748580,2,0,,,1694981192,FX2 To Portland,4527,45.50427,-122.426025,0,4,14234,IN_TRANSIT_TO
17,2023-09-17T20:07:08.69871Z,12748117,2,0,,,1694981201,FX2 To Gresham,4529,45.504784,-122.62293,90,15,1458,IN_TRANSIT_TO
27,2023-09-17T20:07:37.057278Z,12748579,2,0,,,1694981252,FX2 To Portland,3313,45.504566,-122.495,269,11,1416,IN_TRANSIT_TO
28,2023-09-17T20:07:37.059684Z,12748576,2,0,,,1694981249,FX2 To Portland,3321,45.50483,-122.64635,270,34,14244,IN_TRANSIT_TO
29,2023-09-17T20:07:37.062289Z,12748578,2,0,,,1694981240,FX2 To Portland,4502,45.50451,-122.56744,271,21,13298,STOPPED_AT
30,2023-09-17T20:07:37.064588Z,12748118,2,0,,,1694981232,FX2 To Gresham,4509,45.50637,-122.6648,46,9,13772,IN_TRANSIT_TO
31,2023-09-17T20:07:37.066769Z,12748581,2,0,,,1694981240,FX2 To Portland,4511,45.502277,-122.418045,211,2,14232,IN_TRANSIT_TO
32,2023-09-17T20:07:37.069035Z,12748575,2,0,,,1694981232,FX2 To NW 5th & Hoyt,4512,45.517555,-122.679474,20,40,7800,STOPPED_AT
33,2023-09-17T20:07:37.071529Z,12748119,2,0,,,1694981232,FX2 To Gresham,4514,45.518456,-122.677734,200,4,7634,IN_TRANSIT_TO
34,2023-09-17T20:07:37.073996Z,12748115,2,0,,,1694981240,FX2 To Cleveland Ave,4517,45.50448,-122.448784,89,38,9426,STOPPED_AT
35,2023-09-17T20:07:37.076171Z,12748116,2,0,,,1694981238,FX2 To Gresham,4520,45.50431,-122.55925,91,24,1359,STOPPED_AT
36,2023-09-17T20:07:37.078373Z,12748577,2,0,,,1694981252,FX2 To Portland,4523,45.504784,-122.62202,270,29,1459,IN_TRANSIT_TO
38,2023-09-17T20:07:37.088346Z,12748580,2,0,,,1694981192,FX2 To Portland,4527,45.50427,-122.426025,0,4,14234,IN_TRANSIT_TO
39,2023-09-17T20:07:37.090932Z,12748117,2,0,,,1694981240,FX2 To Gresham,4529,45.504784,-122.62172,89,16,8791,IN_TRANSIT_TO
49,2023-09-17T20:08:18.410342Z,12748579,2,0,,,1694981288,FX2 To Portland,3313,45.504562,-122.496574,267,12,14237,IN_TRANSIT_TO
50,2023-09-17T20:08:18.413607Z,12748576,2,0,,,1694981280,FX2 To Portland,3321,45.504845,-122.65112,270,34,14244,IN_TRANSIT_TO
51,2023-09-17T20:08:18.41706Z,12748578,2,0,,,1694981297,FX2 To Portland,4502,45.504517,-122.5705,271,22,1501,IN_TRANSIT_TO
52,2023-09-17T20:08:18.41966Z,12748118,2,0,,,1694981291,FX2 To Gresham,4509,45.506565,-122.66357,91,9,13772,IN_TRANSIT_TO
53,2023-09-17T20:08:18.422032Z,12748581,2,0,,,1694981271,FX2 To Portland,4511,45.502277,-122.418045,211,2,14232,IN_TRANSIT_TO
54,2023-09-17T20:08:18.424357Z,12748575,2,0,,,1694981291,FX2 To NW 5th & Hoyt,4512,45.517555,-122.679474,20,40,7800,STOPPED_AT
55,2023-09-17T20:08:18.426914Z,12748119,2,0,,,1694981282,FX2 To Gresham,4514,45.516796,-122.67864,200,4,7634,STOPPED_AT
56,2023-09-17T20:08:18.429297Z,12748115,2,0,,,1694981288,FX2 To Cleveland Ave,4517,45.504456,-122.444214,91,39,14229,IN_TRANSIT_TO
57,2023-09-17T20:08:18.431584Z,12748116,2,0,,,1694981294,FX2 To Gresham,4520,45.504253,-122.55485,90,25,14227,IN_TRANSIT_TO
58,2023-09-17T20:08:18.43401Z,12748577,2,0,,,1694981282,FX2 To Portland,4523,45.504784,-122.62302,270,29,1459,STOPPED_AT
60,2023-09-17T20:08:18.439082Z,12748580,2,0,,,1694981192,FX2 To Portland,4527,45.50427,-122.426025,0,4,14234,IN_TRANSIT_TO
61,2023-09-17T20:08:18.441683Z,12748117,2,0,,,1694981271,FX2 To Gresham,4529,45.50513,-122.61888,49,16,8791,IN_TRANSIT_TO
67,2023-09-17T20:08:41.081899Z,12748579,2,0,,,1694981319,FX2 To Portland,3313,45.50445,-122.50038,267,12,14237,IN_TRANSIT_TO
68,2023-09-17T20:08:41.08538Z,12748576,2,0,,,1694981310,FX2 To Portland,3321,45.504864,-122.655266,271,34,14244,STOPPED_AT
69,2023-09-17T20:08:41.087926Z,12748578,2,0,,,1694981297,FX2 To Portland,4502,45.504517,-122.5705,271,22,1501,IN_TRANSIT_TO
70,2023-09-17T20:08:41.090439Z,12748118,2,0,,,1694981291,FX2 To Gresham,4509,45.506565,-122.66357,91,9,13772,IN_TRANSIT_TO
71,2023-09-17T20:08:41.093Z,12748581,2,0,,,1694981301,FX2 To Portland,4511,45.502277,-122.418045,211,2,14232,IN_TRANSIT_TO
72,2023-09-17T20:08:41.095365Z,12748575,2,0,,,1694981291,FX2 To NW 5th & Hoyt,4512,45.517555,-122.679474,20,40,7800,STOPPED_AT
73,2023-09-17T20:08:41.097806Z,12748119,2,0,,,1694981313,FX2 To Gresham,4514,45.514587,-122.67984,200,5,7594,IN_TRANSIT_TO
74,2023-09-17T20:08:41.100151Z,12748115,2,0,,,1694981319,FX2 To Cleveland Ave,4517,45.504436,-122.44195,89,39,14229,STOPPED_AT
75,2023-09-17T20:08:41.103908Z,12748116,2,0,,,1694981294,FX2 To Gresham,4520,45.504253,-122.55485,90,25,14227,IN_TRANSIT_TO
76,2023-09-17T20:08:41.106313Z,12748577,2,0,,,1694981301,FX2 To Portland,4523,45.504784,-122.62355,270,30,1452,IN_TRANSIT_TO
77,2023-09-17T20:08:41.108835Z,12748580,2,0,,,1694981192,FX2 To Portland,4527,45.50427,-122.426025,0,4,14234,IN_TRANSIT_TO
78,2023-09-17T20:08:41.111234Z,12748117,2,0,,,1694981301,FX2 To Gresham,4529,45.505283,-122.615456,89,17,14225,IN_TRANSIT_TO
79,2023-09-17T20:09:22.744952Z,12748579,2,0,,,1694981349,FX2 To Portland,3313,45.504402,-122.5021,268,12,14237,STOPPED_AT
80,2023-09-17T20:09:22.748847Z,12748576,2,0,,,1694981340,FX2 To Portland,3321,45.50546,-122.65709,308,35,13773,IN_TRANSIT_TO
81,2023-09-17T20:09:22.751178Z,12748578,2,0,,,1694981358,FX2 To Portland,4502,45.504597,-122.57533,271,22,1501,STOPPED_AT
82,2023-09-17T20:09:22.753528Z,12748118,2,0,,,1694981352,FX2 To Gresham,4509,45.50655,-122.66234,90,9,13772,STOPPED_AT
83,2023-09-17T20:09:22.757517Z,12748581,2,0,,,1694981361,FX2 To Portland,4511,45.502277,-122.418045,211,2,14232,IN_TRANSIT_TO
84,2023-09-17T20:09:22.759678Z,12748575,2,0,,,1694981352,FX2 To NW 5th & Hoyt,4512,45.518955,-122.67872,20,41,7797,IN_TRANSIT_TO
85,2023-09-17T20:09:22.76174Z,12748119,2,0,,,1694981334,FX2 To Gresham,4514,45.51409,-122.68011,200,6,10491,IN_TRANSIT_TO
86,2023-09-17T20:09:22.76377Z,12748115,2,0,,,1694981355,FX2 To Cleveland Ave,4517,45.504425,-122.43727,89,40,1331,IN_TRANSIT_TO
87,2023-09-17T20:09:22.765806Z,12748116,2,0,,,1694981355,FX2 To Gresham,4520,45.504185,-122.5469,91,25,14227,STOPPED_AT
88,2023-09-17T20:09:22.769471Z,12748577,2,0,,,1694981361,FX2 To Portland,4523,45.50479,-122.629715,270,30,1452,IN_TRANSIT_TO
89,2023-09-17T20:09:22.771648Z,12748580,2,0,,,1694981352,FX2 To Portland,4527,45.50452,-122.43526,270,4,14234,IN_TRANSIT_TO
90,2023-09-17T20:09:22.774055Z,12748117,2,0,,,1694981361,FX2 To Gresham,4529,45.505318,-122.60924,89,18,1477,IN_TRANSIT_TO
91,2023-09-17T20:09:37.702384Z,12748579,2,0,,,1694981367,FX2 To Portland,3313,45.504387,-122.50263,267,13,9263,IN_TRANSIT_TO
92,2023-09-17T20:09:37.705933Z,12748576,2,0,,,1694981370,FX2 To Portland,3321,45.505215,-122.65769,212,35,13773,IN_TRANSIT_TO
93,2023-09-17T20:09:37.708696Z,12748578,2,0,,,1694981358,FX2 To Portland,4502,45.504597,-122.57533,271,22,1501,STOPPED_AT
94,2023-09-17T20:09:37.711544Z,12748118,2,0,,,1694981352,FX2 To Gresham,4509,45.50655,-122.66234,90,9,13772,STOPPED_AT
95,2023-09-17T20:09:37.713726Z,12748581,2,0,,,1694981361,FX2 To Portland,4511,45.502277,-122.418045,211,2,14232,IN_TRANSIT_TO
96,2023-09-17T20:09:37.720915Z,12748575,2,0,,,1694981352,FX2 To NW 5th & Hoyt,4512,45.518955,-122.67872,20,41,7797,IN_TRANSIT_TO
97,2023-09-17T20:09:37.723477Z,12748119,2,0,,,1694981363,FX2 To Gresham,4514,45.511993,-122.681244,200,6,10491,IN_TRANSIT_TO
98,2023-09-17T20:09:37.726417Z,12748115,2,0,,,1694981355,FX2 To Cleveland Ave,4517,45.504425,-122.43727,89,40,1331,IN_TRANSIT_TO
99,2023-09-17T20:09:37.729678Z,12748116,2,0,,,1694981355,FX2 To Gresham,4520,45.504185,-122.5469,91,25,14227,STOPPED_AT
100,2023-09-17T20:09:37.732313Z,12748577,2,0,,,1694981361,FX2 To Portland,4523,45.50479,-122.629715,270,30,1452,IN_TRANSIT_TO
101,2023-09-17T20:09:37.734771Z,12748580,2,0,,,1694981352,FX2 To Portland,4527,45.50452,-122.43526,270,4,14234,IN_TRANSIT_TO
102,2023-09-17T20:09:37.73712Z,12748117,2,0,,,1694981361,FX2 To Gresham,4529,45.505318,-122.60924,89,18,1477,IN_TRANSIT_TO
103,2023-09-17T20:10:05.128506Z,12748579,2,0,,,1694981397,FX2 To Portland,3313,45.504257,-122.50771,268,13,9263,IN_TRANSIT_TO
104,2023-09-17T20:10:05.132191Z,12748576,2,0,,,1694981400,FX2 To Portland,3321,45.5057,-122.65872,357,35,13773,IN_TRANSIT_TO
105,2023-09-17T20:10:05.134979Z,12748578,2,0,,,1694981385,FX2 To Portland,4502,45.504604,-122.57578,271,23,1499,IN_TRANSIT_TO
106,2023-09-17T20:10:05.137222Z,12748118,2,0,,,1694981382,FX2 To Gresham,4509,45.50655,-122.66203,89,10,1375,IN_TRANSIT_TO
107,2023-09-17T20:10:05.140351Z,12748581,2,0,,,1694981391,FX2 To Portland,4511,45.502277,-122.418045,211,2,14232,IN_TRANSIT_TO
108,2023-09-17T20:10:05.143731Z,12748575,2,0,,,1694981382,FX2 To NW 5th & Hoyt,4512,45.520573,-122.67785,21,41,7797,IN_TRANSIT_TO
109,2023-09-17T20:10:05.146578Z,12748119,2,0,,,1694981394,FX2 To Gresham,4514,45.510506,-122.68205,200,6,10491,IN_TRANSIT_TO
110,2023-09-17T20:10:05.149065Z,12748115,2,0,,,1694981385,FX2 To Cleveland Ave,4517,45.504414,-122.43375,89,41,8199,IN_TRANSIT_TO
111,2023-09-17T20:10:05.151692Z,12748116,2,0,,,1694981379,FX2 To Gresham,4520,45.504185,-122.54678,91,25,14227,STOPPED_AT
112,2023-09-17T20:10:05.153978Z,12748577,2,0,,,1694981391,FX2 To Portland,4523,45.504795,-122.63279,270,31,1448,IN_TRANSIT_TO
113,2023-09-17T20:10:05.156376Z,12748580,2,0,,,1694981394,FX2 To Portland,4527,45.50453,-122.43704,270,5,1316,IN_TRANSIT_TO
114,2023-09-17T20:10:05.159105Z,12748117,2,0,,,1694981391,FX2 To Gresham,4529,45.505333,-122.60658,89,18,1477,IN_TRANSIT_TO
115,2023-09-17T20:10:33.727826Z,12748579,2,0,,,1694981427,FX2 To Portland,3313,45.504223,-122.51015,268,13,9263,STOPPED_AT
116,2023-09-17T20:10:33.731513Z,12748576,2,0,,,1694981430,FX2 To Portland,3321,45.50655,-122.66203,269,35,13773,IN_TRANSIT_TO
117,2023-09-17T20:10:33.733818Z,12748578,2,0,,,1694981415,FX2 To Portland,4502,45.504875,-122.57895,283,23,1499,IN_TRANSIT_TO
118,2023-09-17T20:10:33.736031Z,12748118,2,0,,,1694981409,FX2 To Gresham,4509,45.50584,-122.658844,128,10,1375,IN_TRANSIT_TO
119,2023-09-17T20:10:33.738395Z,12748581,2,0,,,1694981421,FX2 To Portland,4511,45.502277,-122.418045,211,2,14232,IN_TRANSIT_TO
120,2023-09-17T20:10:33.740426Z,12748575,2,0,,,1694981409,FX2 To NW 5th & Hoyt,4512,45.52126,-122.677475,20,42,9300,IN_TRANSIT_TO
121,2023-09-17T20:10:33.742694Z,12748119,2,0,,,1694981415,FX2 To Gresham,4514,45.510075,-122.68228,200,7,3397,IN_TRANSIT_TO
122,2023-09-17T20:10:33.74483Z,12748115,2,0,,,1694981415,FX2 To Cleveland Ave,4517,45.504406,-122.43095,89,41,8199,IN_TRANSIT_TO
123,2023-09-17T20:10:33.748106Z,12748116,2,0,,,1694981433,FX2 To Gresham,4520,45.504147,-122.543236,90,26,1370,STOPPED_AT
124,2023-09-17T20:10:33.750333Z,12748577,2,0,,,1694981421,FX2 To Portland,4523,45.504803,-122.635635,270,32,1442,IN_TRANSIT_TO
125,2023-09-17T20:10:33.752516Z,12748580,2,0,,,1694981424,FX2 To Portland,4527,45.50454,-122.44117,270,5,1316,IN_TRANSIT_TO
126,2023-09-17T20:10:33.754636Z,12748117,2,0,,,1694981421,FX2 To Gresham,4529,45.505352,-122.60277,89,18,1477,IN_TRANSIT_TO
131,2023-09-17T20:15:51.46229Z,12748579,2,0,,,1694981728,FX2 To Portland,3313,45.504097,-122.53807,270,17,1381,STOPPED_AT
132,2023-09-17T20:15:51.46476Z,12748576,2,0,,,1694981736,FX2 To NW 5th & Hoyt,3321,45.508053,-122.6784,268,37,3398,IN_TRANSIT_TO
133,2023-09-17T20:15:51.467389Z,12748578,2,0,,,1694981733,FX2 To Portland,4502,45.505375,-122.59455,270,25,1482,STOPPED_AT
134,2023-09-17T20:15:51.469833Z,12748118,2,0,,,1694981721,FX2 To Gresham,4509,45.504803,-122.63863,89,13,1447,IN_TRANSIT_TO
135,2023-09-17T20:15:51.473466Z,12748581,2,0,,,1694981742,FX2 To Portland,4511,45.502277,-122.418045,211,2,14232,IN_TRANSIT_TO
136,2023-09-17T20:15:51.475995Z,12748121,2,0,,,1694981742,FX2 To Gresham,4512,45.527695,-122.67557,178,1,9302,STOPPED_AT
137,2023-09-17T20:15:51.478417Z,12748119,2,0,,,1694981736,FX2 To Gresham,4514,45.502968,-122.67047,78,9,13772,IN_TRANSIT_TO
138,2023-09-17T20:15:51.480878Z,12748116,2,0,,,1694981728,FX2 To Gresham,4520,45.504093,-122.52018,89,30,13881,IN_TRANSIT_TO
139,2023-09-17T20:15:51.483389Z,12748577,2,0,,,1694981742,FX2 To Portland,4523,45.50546,-122.65709,308,35,13773,IN_TRANSIT_TO
141,2023-09-17T20:15:51.488113Z,12748580,2,0,,,1694981748,FX2 To Portland,4527,45.50459,-122.48393,270,9,1423,IN_TRANSIT_TO
142,2023-09-17T20:15:51.490456Z,12748117,2,0,,,1694981739,FX2 To Gresham,4529,45.504852,-122.57882,102,21,1497,IN_TRANSIT_TO
148,2023-09-17T20:15:51.506136Z,12748582,2,0,,,1694981730,FX2 To Portland,3931,45.502247,-122.41807,211,2,14232,IN_TRANSIT_TO
150,2023-09-17T20:15:51.514788Z,12748120,2,0,,,1694981725,FX2 To Gresham,4016,45.521675,-122.67599,201,3,7642,IN_TRANSIT_TO
161,2023-09-17T20:16:06.827455Z,12748579,2,0,,,1694981761,FX2 To Portland,3313,45.5041,-122.53878,270,18,14238,IN_TRANSIT_TO
162,2023-09-17T20:16:06.830209Z,12748576,2,0,,,1694981736,FX2 To NW 5th & Hoyt,3321,45.508053,-122.6784,268,37,3398,IN_TRANSIT_TO
163,2023-09-17T20:16:06.832771Z,12748578,2,0,,,1694981763,FX2 To Portland,4502,45.505367,-122.59872,269,26,14241,IN_TRANSIT_TO
164,2023-09-17T20:16:06.83516Z,12748118,2,0,,,1694981751,FX2 To Gresham,4509,45.5048,-122.63498,90,13,1447,IN_TRANSIT_TO
165,2023-09-17T20:16:06.837674Z,12748581,2,0,,,1694981742,FX2 To Portland,4511,45.502277,-122.418045,211,2,14232,IN_TRANSIT_TO
166,2023-09-17T20:16:06.840283Z,12748121,2,0,,,1694981742,FX2 To Gresham,4512,45.527695,-122.67557,178,1,9302,STOPPED_AT
167,2023-09-17T20:16:06.842663Z,12748119,2,0,,,1694981736,FX2 To Gresham,4514,45.502968,-122.67047,78,9,13772,IN_TRANSIT_TO
168,2023-09-17T20:16:06.845238Z,12748116,2,0,,,1694981757,FX2 To Gresham,4520,45.504128,-122.51643,89,30,13881,STOPPED_AT
169,2023-09-17T20:16:06.847762Z,12748577,2,0,,,1694981742,FX2 To Portland,4523,45.50546,-122.65709,308,35,13773,IN_TRANSIT_TO
171,2023-09-17T20:16:06.855033Z,12748580,2,0,,,1694981748,FX2 To Portland,4527,45.50459,-122.48393,270,9,1423,IN_TRANSIT_TO
172,2023-09-17T20:16:06.858233Z,12748117,2,0,,,1694981739,FX2 To Gresham,4529,45.504852,-122.57882,102,21,1497,IN_TRANSIT_TO
178,2023-09-17T20:16:06.873835Z,12748582,2,0,,,1694981761,FX2 To Portland,3931,45.502247,-122.41807,211,2,14232,IN_TRANSIT_TO
180,2023-09-17T20:16:06.880304Z,12748120,2,0,,,1694981754,FX2 To Gresham,4016,45.52118,-122.67626,200,3,7642,IN_TRANSIT_TO
191,2023-09-17T20:16:22.189687Z,12748579,2,0,,,1694981761,FX2 To Portland,3313,45.5041,-122.53878,270,18,14238,IN_TRANSIT_TO
192,2023-09-17T20:16:22.192378Z,12748576,2,0,,,1694981766,FX2 To NW 5th & Hoyt,3321,45.50799,-122.679665,269,37,3398,STOPPED_AT
193,2023-09-17T20:16:22.19519Z,12748578,2,0,,,1694981763,FX2 To Portland,4502,45.505367,-122.59872,269,26,14241,IN_TRANSIT_TO
194,2023-09-17T20:16:22.197973Z,12748118,2,0,,,1694981751,FX2 To Gresham,4509,45.5048,-122.63498,90,13,1447,IN_TRANSIT_TO
195,2023-09-17T20:16:22.200541Z,12748581,2,0,,,1694981772,FX2 To Portland,4511,45.502033,-122.41811,179,2,14232,IN_TRANSIT_TO
196,2023-09-17T20:16:22.203579Z,12748121,2,0,,,1694981772,FX2 To Gresham,4512,45.527695,-122.67557,178,1,9302,STOPPED_AT
197,2023-09-17T20:16:22.205925Z,12748119,2,0,,,1694981766,FX2 To Gresham,4514,45.50449,-122.667694,47,9,13772,IN_TRANSIT_TO
198,2023-09-17T20:16:22.208575Z,12748116,2,0,,,1694981778,FX2 To Gresham,4520,45.50413,-122.51613,89,31,1400,IN_TRANSIT_TO
199,2023-09-17T20:16:22.211071Z,12748577,2,0,,,1694981772,FX2 To Portland,4523,45.50551,-122.65746,197,35,13773,IN_TRANSIT_TO
201,2023-09-17T20:16:22.217097Z,12748580,2,0,,,1694981778,FX2 To Portland,4527,45.50459,-122.48455,270,9,1423,STOPPED_AT
202,2023-09-17T20:16:22.219889Z,12748117,2,0,,,1694981770,FX2 To Gresham,4529,45.504765,-122.57821,101,21,1497,STOPPED_AT
208,2023-09-17T20:16:22.236887Z,12748582,2,0,,,1694981761,FX2 To Portland,3931,45.502247,-122.41807,211,2,14232,IN_TRANSIT_TO
210,2023-09-17T20:16:22.244418Z,12748120,2,0,,,1694981754,FX2 To Gresham,4016,45.52118,-122.67626,200,3,7642,IN_TRANSIT_TO
221,2023-09-17T20:16:37.5475Z,12748579,2,0,,,1694981791,FX2 To Portland,3313,45.504143,-122.54267,270,18,14238,IN_TRANSIT_TO
222,2023-09-17T20:16:37.549738Z,12748576,2,0,,,1694981787,FX2 To NW 5th & Hoyt,3321,45.507996,-122.67996,269,38,13780,IN_TRANSIT_TO
223,2023-09-17T20:16:37.552136Z,12748578,2,0,,,1694981794,FX2 To Portland,4502,45.505356,-122.60235,269,26,14241,IN_TRANSIT_TO
224,2023-09-17T20:16:37.555611Z,12748118,2,0,,,1694981785,FX2 To Gresham,4509,45.5048,-122.63368,89,14,1451,IN_TRANSIT_TO
225,2023-09-17T20:16:37.558063Z,12748581,2,0,,,1694981787,FX2 To Portland,4511,45.502037,-122.41778,358,2,14232,IN_TRANSIT_TO
226,2023-09-17T20:16:37.560647Z,12748121,2,0,,,1694981772,FX2 To Gresham,4512,45.527695,-122.67557,178,1,9302,STOPPED_AT
227,2023-09-17T20:16:37.563029Z,12748119,2,0,,,1694981797,FX2 To Gresham,4514,45.506092,-122.66523,46,9,13772,IN_TRANSIT_TO
228,2023-09-17T20:16:37.565745Z,12748116,2,0,,,1694981778,FX2 To Gresham,4520,45.50413,-122.51613,89,31,1400,IN_TRANSIT_TO
229,2023-09-17T20:16:37.568246Z,12748577,2,0,,,1694981772,FX2 To Portland,4523,45.50551,-122.65746,197,35,13773,IN_TRANSIT_TO
231,2023-09-17T20:16:37.57332Z,12748580,2,0,,,1694981782,FX2 To Portland,4527,45.504593,-122.48472,270,10,14236,IN_TRANSIT_TO
232,2023-09-17T20:16:37.575665Z,12748117,2,0,,,1694981785,FX2 To Gresham,4529,45.504723,-122.57782,97,22,8433,IN_TRANSIT_TO
238,2023-09-17T20:16:37.592679Z,12748582,2,0,,,1694981791,FX2 To Portland,3931,45.502247,-122.41807,211,2,14232,IN_TRANSIT_TO
240,2023-09-17T20:16:37.597605Z,12748120,2,0,,,1694981785,FX2 To Gresham,4016,45.52084,-122.67644,201,3,7642,IN_TRANSIT_TO
251,2023-09-17T20:16:52.912597Z,12748579,2,0,,,1694981791,FX2 To Portland,3313,45.504143,-122.54267,270,18,14238,IN_TRANSIT_TO
252,2023-09-17T20:16:52.915099Z,12748576,2,0,,,1694981787,FX2 To NW 5th & Hoyt,3321,45.507996,-122.67996,269,38,13780,IN_TRANSIT_TO
253,2023-09-17T20:16:52.91756Z,12748578,2,0,,,1694981794,FX2 To Portland,4502,45.505356,-122.60235,269,26,14241,IN_TRANSIT_TO
254,2023-09-17T20:16:52.920202Z,12748118,2,0,,,1694981785,FX2 To Gresham,4509,45.5048,-122.63368,89,14,1451,IN_TRANSIT_TO
255,2023-09-17T20:16:52.922558Z,12748581,2,0,,,1694981787,FX2 To Portland,4511,45.502037,-122.41778,358,2,14232,IN_TRANSIT_TO
256,2023-09-17T20:16:52.924925Z,12748121,2,0,,,1694981803,FX2 To Gresham,4512,45.527695,-122.67557,178,1,9302,STOPPED_AT
257,2023-09-17T20:16:52.928147Z,12748119,2,0,,,1694981797,FX2 To Gresham,4514,45.506092,-122.66523,46,9,13772,IN_TRANSIT_TO
258,2023-09-17T20:16:52.930503Z,12748116,2,0,,,1694981809,FX2 To Gresham,4520,45.5042,-122.51159,88,31,1400,IN_TRANSIT_TO
259,2023-09-17T20:16:52.932948Z,12748577,2,0,,,1694981803,FX2 To Portland,4523,45.505066,-122.65872,0,35,13773,IN_TRANSIT_TO
261,2023-09-17T20:16:52.937534Z,12748580,2,0,,,1694981811,FX2 To Portland,4527,45.504585,-122.488594,269,10,14236,IN_TRANSIT_TO
262,2023-09-17T20:16:52.93983Z,12748117,2,0,,,1694981785,FX2 To Gresham,4529,45.504723,-122.57782,97,22,8433,IN_TRANSIT_TO
268,2023-09-17T20:16:52.953947Z,12748582,2,0,,,1694981791,FX2 To Portland,3931,45.502247,-122.41807,211,2,14232,IN_TRANSIT_TO
270,2023-09-17T20:16:52.963502Z,12748120,2,0,,,1694981785,FX2 To Gresham,4016,45.52084,-122.67644,201,3,7642,IN_TRANSIT_TO
281,2023-09-17T20:17:08.276048Z,12748579,2,0,,,1694981820,FX2 To Portland,3313,45.504185,-122.54684,271,19,14239,IN_TRANSIT_TO
282,2023-09-17T20:17:08.278672Z,12748576,2,0,,,1694981818,FX2 To NW 5th & Hoyt,3321,45.50898,-122.68173,19,38,13780,IN_TRANSIT_TO
283,2023-09-17T20:17:08.281245Z,12748578,2,0,,,1694981824,FX2 To Portland,4502,45.505333,-122.60671,269,27,14242,IN_TRANSIT_TO
284,2023-09-17T20:17:08.283949Z,12748118,2,0,,,1694981815,FX2 To Gresham,4509,45.504795,-122.63039,90,14,1451,IN_TRANSIT_TO
285,2023-09-17T20:17:08.286434Z,12748581,2,0,,,1694981815,FX2 To Portland,4511,45.502934,-122.41781,358,2,14232,IN_TRANSIT_TO
286,2023-09-17T20:17:08.289091Z,12748121,2,0,,,1694981803,FX2 To Gresham,4512,45.527695,-122.67557,178,1,9302,STOPPED_AT
287,2023-09-17T20:17:08.29199Z,12748119,2,0,,,1694981827,FX2 To Gresham,4514,45.506554,-122.66248,90,9,13772,STOPPED_AT
288,2023-09-17T20:17:08.295065Z,12748116,2,0,,,1694981809,FX2 To Gresham,4520,45.5042,-122.51159,88,31,1400,IN_TRANSIT_TO
289,2023-09-17T20:17:08.297426Z,12748577,2,0,,,1694981803,FX2 To Portland,4523,45.505066,-122.65872,0,35,13773,IN_TRANSIT_TO
291,2023-09-17T20:17:08.302536Z,12748580,2,0,,,1694981811,FX2 To Portland,4527,45.504585,-122.488594,269,10,14236,IN_TRANSIT_TO
292,2023-09-17T20:17:08.304882Z,12748117,2,0,,,1694981815,FX2 To Gresham,4529,45.504593,-122.575165,90,22,8433,IN_TRANSIT_TO
298,2023-09-17T20:17:08.320146Z,12748582,2,0,,,1694981821,FX2 To Portland,3931,45.502247,-122.41807,211,2,14232,IN_TRANSIT_TO
300,2023-09-17T20:17:08.324835Z,12748120,2,0,,,1694981815,FX2 To Gresham,4016,45.52026,-122.67675,200,3,7642,STOPPED_AT
311,2023-09-17T20:17:23.642514Z,12748579,2,0,,,1694981820,FX2 To Portland,3313,45.504185,-122.54684,271,19,14239,IN_TRANSIT_TO
312,2023-09-17T20:17:23.647305Z,12748576,2,0,,,1694981818,FX2 To NW 5th & Hoyt,3321,45.50898,-122.68173,19,38,13780,IN_TRANSIT_TO
