pippenId,pippenCreatedAt,tripId,tripRouteId,tripDirectionId,tripStartTime,tripStartDate,vehicleTimestamp,vehicleLabel,vehicleID,vehicleLat,vehicleLong,vehicleBearing,vehicleStopSequence,vehicleStopID,vehicleCurrentStatus
17405,2023-09-17T22:44:25.202173Z,12748589,2,0,,,1694990655,FX2 To Portland,4509,45.506557,-122.66317,270,35,13773,STOPPED_AT
17406,2023-09-17T22:44:25.204432Z,12748132,2,0,,,1694990643,FX2 To Gresham,4512,45.51675,-122.67867,200,6,7594,IN_TRANSIT_TO
17407,2023-09-17T22:44:25.206587Z,12748588,2,0,,,1694990646,FX2 To NW Irving & 5th,4514,45.520885,-122.67768,21,41,7797,STOPPED_AT
17408,2023-09-17T22:44:25.208907Z,12748133,2,0,,,1694990637,FX2 To Gresham,4517,45.52762,-122.67556,178,1,9302,STOPPED_AT
17409,2023-09-17T22:44:25.211269Z,12748129,2,0,,,1694990652,FX2 To Gresham,4518,45.50431,-122.55913,92,24,1359,STOPPED_AT
17410,2023-09-17T22:44:25.213696Z,12748131,2,0,,,1694990661,FX2 To Gresham,4520,45.506542,-122.66413,88,9,13772,IN_TRANSIT_TO
17412,2023-09-17T22:44:25.220103Z,12748594,2,0,,,1694990637,FX2 To Portland,4531,45.502167,-122.41811,179,2,14232,IN_TRANSIT_TO
17419,2023-09-17T22:44:25.238782Z,12748593,2,0,,,1694990649,FX2 To Portland,3736,45.504467,-122.44996,269,7,1334,IN_TRANSIT_TO
17421,2023-09-17T22:44:25.243481Z,12748128,2,0,,,1694990646,FX2 To Gresham,3931,45.504063,-122.5317,90,28,1386,IN_TRANSIT_TO
17422,2023-09-17T22:44:25.245754Z,12748597,2,0,,,1694990658,FX2 To Portland,4012,45.502262,-122.41806,211,2,14232,IN_TRANSIT_TO
17423,2023-09-17T22:44:25.256142Z,12748590,2,0,,,1694990655,FX2 To Portland,4016,45.504784,-122.62152,269,29,1459,IN_TRANSIT_TO
17432,2023-09-17T22:44:40.577245Z,12748592,2,0,,,1694990667,FX2 To Portland,3305,45.50407,-122.5235,269,15,1390,IN_TRANSIT_TO
17434,2023-09-17T22:44:40.582802Z,12748591,2,0,,,1694990664,FX2 To Portland,3321,45.504234,-122.552956,270,20,1360,IN_TRANSIT_TO
17435,2023-09-17T22:44:40.585477Z,12748589,2,0,,,1694990673,FX2 To Portland,4509,45.50656,-122.66333,270,35,13773,STOPPED_AT
17436,2023-09-17T22:44:40.588044Z,12748132,2,0,,,1694990670,FX2 To Gresham,4512,45.51668,-122.6787,200,6,7594,IN_TRANSIT_TO
17437,2023-09-17T22:44:40.591119Z,12748588,2,0,,,1694990676,FX2 To NW Irving & 5th,4514,45.520885,-122.67768,21,41,7797,STOPPED_AT
17438,2023-09-17T22:44:40.593729Z,12748133,2,0,,,1694990667,FX2 To Gresham,4517,45.52762,-122.67556,178,1,9302,STOPPED_AT
17439,2023-09-17T22:44:40.596243Z,12748129,2,0,,,1694990652,FX2 To Gresham,4518,45.50431,-122.55913,92,24,1359,STOPPED_AT
17440,2023-09-17T22:44:40.599422Z,12748131,2,0,,,1694990661,FX2 To Gresham,4520,45.506542,-122.66413,88,9,13772,IN_TRANSIT_TO
17442,2023-09-17T22:44:40.606125Z,12748594,2,0,,,1694990667,FX2 To Portland,4531,45.502167,-122.41811,179,2,14232,IN_TRANSIT_TO
17449,2023-09-17T22:44:40.625064Z,12748593,2,0,,,1694990679,FX2 To Portland,3736,45.504482,-122.4544,270,7,1334,IN_TRANSIT_TO
17451,2023-09-17T22:44:40.630349Z,12748128,2,0,,,1694990676,FX2 To Gresham,3931,45.504055,-122.52965,90,28,1386,STOPPED_AT
17452,2023-09-17T22:44:40.632841Z,12748597,2,0,,,1694990667,FX2 To Portland,4012,45.502262,-122.41806,211,2,14232,IN_TRANSIT_TO
17453,2023-09-17T22:44:40.635337Z,12748590,2,0,,,1694990655,FX2 To Portland,4016,45.504784,-122.62152,269,29,1459,IN_TRANSIT_TO
17462,2023-09-17T22:44:55.925635Z,12748592,2,0,,,1694990667,FX2 To Portland,3305,45.50407,-122.5235,269,15,1390,IN_TRANSIT_TO
17464,2023-09-17T22:44:55.930595Z,12748591,2,0,,,1694990694,FX2 To Portland,3321,45.504265,-122.55645,271,20,1360,IN_TRANSIT_TO
17465,2023-09-17T22:44:55.933045Z,12748589,2,0,,,1694990673,FX2 To Portland,4509,45.50656,-122.66333,270,35,13773,STOPPED_AT
17466,2023-09-17T22:44:55.935408Z,12748132,2,0,,,1694990670,FX2 To Gresham,4512,45.51668,-122.6787,200,6,7594,IN_TRANSIT_TO
17467,2023-09-17T22:44:55.93787Z,12748588,2,0,,,1694990688,FX2 To NW Irving & 5th,4514,45.52119,-122.67751,20,42,9300,IN_TRANSIT_TO
17468,2023-09-17T22:44:55.940469Z,12748133,2,0,,,1694990667,FX2 To Gresham,4517,45.52762,-122.67556,178,1,9302,STOPPED_AT
17469,2023-09-17T22:44:55.942813Z,12748129,2,0,,,1694990682,FX2 To Gresham,4518,45.504253,-122.554985,90,25,14227,IN_TRANSIT_TO
17470,2023-09-17T22:44:55.945236Z,12748131,2,0,,,1694990691,FX2 To Gresham,4520,45.50655,-122.66234,90,9,13772,STOPPED_AT
17472,2023-09-17T22:44:55.95027Z,12748594,2,0,,,1694990667,FX2 To Portland,4531,45.502167,-122.41811,179,2,14232,IN_TRANSIT_TO
17479,2023-09-17T22:44:55.970253Z,12748593,2,0,,,1694990679,FX2 To Portland,3736,45.504482,-122.4544,270,7,1334,IN_TRANSIT_TO
17481,2023-09-17T22:44:55.974799Z,12748128,2,0,,,1694990691,FX2 To Gresham,3931,45.50405,-122.5292,90,29,1389,IN_TRANSIT_TO
17482,2023-09-17T22:44:55.978406Z,12748597,2,0,,,1694990667,FX2 To Portland,4012,45.502262,-122.41806,211,2,14232,IN_TRANSIT_TO
17483,2023-09-17T22:44:55.980946Z,12748590,2,0,,,1694990694,FX2 To Portland,4016,45.504784,-122.623184,270,29,1459,STOPPED_AT
17492,2023-09-17T22:45:11.280797Z,12748592,2,0,,,1694990700,FX2 To Portland,3305,45.50406,-122.52526,269,15,1390,STOPPED_AT
17494,2023-09-17T22:45:11.288144Z,12748591,2,0,,,1694990694,FX2 To Portland,3321,45.504265,-122.55645,271,20,1360,IN_TRANSIT_TO
17495,2023-09-17T22:45:11.29099Z,12748589,2,0,,,1694990703,FX2 To Portland,4509,45.505257,-122.66657,227,36,13733,IN_TRANSIT_TO
17496,2023-09-17T22:45:11.293715Z,12748132,2,0,,,1694990700,FX2 To Gresham,4512,45.515003,-122.67961,200,6,7594,IN_TRANSIT_TO
17497,2023-09-17T22:45:11.296484Z,12748588,2,0,,,1694990688,FX2 To NW Irving & 5th,4514,45.52119,-122.67751,20,42,9300,IN_TRANSIT_TO
17498,2023-09-17T22:45:11.298904Z,12748133,2,0,,,1694990697,FX2 To Gresham,4517,45.52762,-122.67556,178,1,9302,STOPPED_AT
17499,2023-09-17T22:45:11.301227Z,12748129,2,0,,,1694990682,FX2 To Gresham,4518,45.504253,-122.554985,90,25,14227,IN_TRANSIT_TO
17500,2023-09-17T22:45:11.303901Z,12748131,2,0,,,1694990697,FX2 To Gresham,4520,45.50655,-122.66234,90,9,13772,STOPPED_AT
17502,2023-09-17T22:45:11.308841Z,12748594,2,0,,,1694990697,FX2 To Portland,4531,45.502167,-122.41811,179,2,14232,IN_TRANSIT_TO
17509,2023-09-17T22:45:11.326882Z,12748593,2,0,,,1694990709,FX2 To Portland,3736,45.50444,-122.45572,270,7,1334,IN_TRANSIT_TO
17511,2023-09-17T22:45:11.331894Z,12748128,2,0,,,1694990691,FX2 To Gresham,3931,45.50405,-122.5292,90,29,1389,IN_TRANSIT_TO
17512,2023-09-17T22:45:11.334302Z,12748597,2,0,,,1694990697,FX2 To Portland,4012,45.502262,-122.41806,211,2,14232,IN_TRANSIT_TO
17513,2023-09-17T22:45:11.340187Z,12748590,2,0,,,1694990694,FX2 To Portland,4016,45.504784,-122.623184,270,29,1459,STOPPED_AT
17522,2023-09-17T22:45:26.633952Z,12748592,2,0,,,1694990700,FX2 To Portland,3305,45.50406,-122.52526,269,15,1390,STOPPED_AT
17524,2023-09-17T22:45:26.639475Z,12748591,2,0,,,1694990724,FX2 To Portland,3321,45.504326,-122.559975,271,20,1360,STOPPED_AT
17525,2023-09-17T22:45:26.641889Z,12748589,2,0,,,1694990703,FX2 To Portland,4509,45.505257,-122.66657,227,36,13733,IN_TRANSIT_TO
17526,2023-09-17T22:45:26.645417Z,12748132,2,0,,,1694990700,FX2 To Gresham,4512,45.515003,-122.67961,200,6,7594,IN_TRANSIT_TO
17527,2023-09-17T22:45:26.648676Z,12748588,2,0,,,1694990718,FX2 To NW Irving & 5th,4514,45.522255,-122.676926,21,42,9300,IN_TRANSIT_TO
17528,2023-09-17T22:45:26.651934Z,12748133,2,0,,,1694990697,FX2 To Gresham,4517,45.52762,-122.67556,178,1,9302,STOPPED_AT
17529,2023-09-17T22:45:26.655977Z,12748129,2,0,,,1694990712,FX2 To Gresham,4518,45.50421,-122.55013,90,25,14227,IN_TRANSIT_TO
17530,2023-09-17T22:45:26.658475Z,12748131,2,0,,,1694990718,FX2 To Gresham,4520,45.50655,-122.66195,89,10,1375,IN_TRANSIT_TO
17532,2023-09-17T22:45:26.663304Z,12748594,2,0,,,1694990697,FX2 To Portland,4531,45.502167,-122.41811,179,2,14232,IN_TRANSIT_TO
17539,2023-09-17T22:45:26.682765Z,12748593,2,0,,,1694990709,FX2 To Portland,3736,45.50444,-122.45572,270,7,1334,IN_TRANSIT_TO
17541,2023-09-17T22:45:26.689759Z,12748128,2,0,,,1694990721,FX2 To Gresham,3931,45.504066,-122.5242,89,29,1389,IN_TRANSIT_TO
17542,2023-09-17T22:45:26.692469Z,12748597,2,0,,,1694990697,FX2 To Portland,4012,45.502262,-122.41806,211,2,14232,IN_TRANSIT_TO
17543,2023-09-17T22:45:26.694877Z,12748590,2,0,,,1694990724,FX2 To Portland,4016,45.504787,-122.62686,270,30,1452,IN_TRANSIT_TO
17552,2023-09-17T22:45:42.018493Z,12748592,2,0,,,1694990730,FX2 To Portland,3305,45.50405,-122.52887,270,16,1387,IN_TRANSIT_TO
17554,2023-09-17T22:45:42.026081Z,12748591,2,0,,,1694990724,FX2 To Portland,3321,45.504326,-122.559975,271,20,1360,STOPPED_AT
17555,2023-09-17T22:45:42.028561Z,12748589,2,0,,,1694990733,FX2 To Portland,4509,45.503292,-122.669624,238,36,13733,IN_TRANSIT_TO
17556,2023-09-17T22:45:42.031821Z,12748132,2,0,,,1694990730,FX2 To Gresham,4512,45.514637,-122.67981,200,6,7594,IN_TRANSIT_TO
17557,2023-09-17T22:45:42.034034Z,12748588,2,0,,,1694990718,FX2 To NW Irving & 5th,4514,45.522255,-122.676926,21,42,9300,IN_TRANSIT_TO
17558,2023-09-17T22:45:42.037441Z,12748133,2,0,,,1694990727,FX2 To Gresham,4517,45.52762,-122.67556,178,1,9302,STOPPED_AT
17559,2023-09-17T22:45:42.039864Z,12748129,2,0,,,1694990712,FX2 To Gresham,4518,45.50421,-122.55013,90,25,14227,IN_TRANSIT_TO
17560,2023-09-17T22:45:42.04348Z,12748131,2,0,,,1694990718,FX2 To Gresham,4520,45.50655,-122.66195,89,10,1375,IN_TRANSIT_TO
17562,2023-09-17T22:45:42.049455Z,12748594,2,0,,,1694990727,FX2 To Portland,4531,45.502167,-122.41811,179,2,14232,IN_TRANSIT_TO
17569,2023-09-17T22:45:42.083749Z,12748593,2,0,,,1694990739,FX2 To Portland,3736,45.504448,-122.46084,270,7,1334,IN_TRANSIT_TO
17571,2023-09-17T22:45:42.091894Z,12748128,2,0,,,1694990721,FX2 To Gresham,3931,45.504066,-122.5242,89,29,1389,IN_TRANSIT_TO
17572,2023-09-17T22:45:42.094919Z,12748597,2,0,,,1694990727,FX2 To Portland,4012,45.502262,-122.41806,211,2,14232,IN_TRANSIT_TO
17573,2023-09-17T22:45:42.097371Z,12748590,2,0,,,1694990724,FX2 To Portland,4016,45.504787,-122.62686,270,30,1452,IN_TRANSIT_TO
17582,2023-09-17T22:45:57.414317Z,12748592,2,0,,,1694990754,FX2 To Portland,3305,45.504055,-122.52993,270,17,1381,IN_TRANSIT_TO
17584,2023-09-17T22:45:57.419665Z,12748591,2,0,,,1694990754,FX2 To Portland,3321,45.504375,-122.562904,271,21,13298,IN_TRANSIT_TO
17585,2023-09-17T22:45:57.422223Z,12748589,2,0,,,1694990733,FX2 To Portland,4509,45.503292,-122.669624,238,36,13733,IN_TRANSIT_TO
17586,2023-09-17T22:45:57.42497Z,12748132,2,0,,,1694990730,FX2 To Gresham,4512,45.514637,-122.67981,200,6,7594,IN_TRANSIT_TO
17587,2023-09-17T22:45:57.427523Z,12748588,2,0,,,1694990748,FX2 To NW Irving & 5th,4514,45.522846,-122.67656,20,42,9300,IN_TRANSIT_TO
17588,2023-09-17T22:45:57.429782Z,12748133,2,0,,,1694990757,FX2 To Gresham,4517,45.52762,-122.67556,178,1,9302,STOPPED_AT
17589,2023-09-17T22:45:57.433158Z,12748129,2,0,,,1694990742,FX2 To Gresham,4518,45.504177,-122.5462,90,26,1370,IN_TRANSIT_TO
17590,2023-09-17T22:45:57.435479Z,12748131,2,0,,,1694990748,FX2 To Gresham,4520,45.50575,-122.65872,177,10,1375,IN_TRANSIT_TO
17592,2023-09-17T22:45:57.440302Z,12748594,2,0,,,1694990757,FX2 To Portland,4531,45.502167,-122.41811,179,2,14232,IN_TRANSIT_TO
17599,2023-09-17T22:45:57.458944Z,12748593,2,0,,,1694990739,FX2 To Portland,3736,45.504448,-122.46084,270,7,1334,IN_TRANSIT_TO
17601,2023-09-17T22:45:57.463348Z,12748128,2,0,,,1694990751,FX2 To Gresham,3931,45.50407,-122.52327,89,29,1389,STOPPED_AT
17602,2023-09-17T22:45:57.465574Z,12748597,2,0,,,1694990757,FX2 To Portland,4012,45.502262,-122.41806,211,2,14232,IN_TRANSIT_TO
17603,2023-09-17T22:45:57.467857Z,12748590,2,0,,,1694990754,FX2 To Portland,4016,45.50479,-122.63008,270,30,1452,STOPPED_AT
17612,2023-09-17T22:46:12.775335Z,12748592,2,0,,,1694990754,FX2 To Portland,3305,45.504055,-122.52993,270,17,1381,IN_TRANSIT_TO
17614,2023-09-17T22:46:12.783805Z,12748591,2,0,,,1694990754,FX2 To Portland,3321,45.504375,-122.562904,271,21,13298,IN_TRANSIT_TO
17615,2023-09-17T22:46:12.786238Z,12748589,2,0,,,1694990763,FX2 To Portland,4509,45.502598,-122.67174,246,36,13733,STOPPED_AT
17616,2023-09-17T22:46:12.788612Z,12748132,2,0,,,1694990760,FX2 To Gresham,4512,45.513992,-122.68016,200,7,10491,IN_TRANSIT_TO
17617,2023-09-17T22:46:12.790969Z,12748588,2,0,,,1694990748,FX2 To NW Irving & 5th,4514,45.522846,-122.67656,20,42,9300,IN_TRANSIT_TO
17618,2023-09-17T22:46:12.795609Z,12748133,2,0,,,1694990757,FX2 To Gresham,4517,45.52762,-122.67556,178,1,9302,STOPPED_AT
17619,2023-09-17T22:46:12.798909Z,12748129,2,0,,,1694990772,FX2 To Gresham,4518,45.504147,-122.54283,90,27,1379,IN_TRANSIT_TO
17620,2023-09-17T22:46:12.80277Z,12748131,2,0,,,1694990748,FX2 To Gresham,4520,45.50575,-122.65872,177,10,1375,IN_TRANSIT_TO
17622,2023-09-17T22:46:12.807487Z,12748594,2,0,,,1694990757,FX2 To Portland,4531,45.502167,-122.41811,179,2,14232,IN_TRANSIT_TO
17629,2023-09-17T22:46:12.826034Z,12748593,2,0,,,1694990769,FX2 To Portland,3736,45.504494,-122.46627,271,8,14235,IN_TRANSIT_TO
17631,2023-09-17T22:46:12.831052Z,12748128,2,0,,,1694990751,FX2 To Gresham,3931,45.50407,-122.52327,89,29,1389,STOPPED_AT
17632,2023-09-17T22:46:12.835727Z,12748597,2,0,,,1694990757,FX2 To Portland,4012,45.502262,-122.41806,211,2,14232,IN_TRANSIT_TO
17633,2023-09-17T22:46:12.838136Z,12748590,2,0,,,1694990754,FX2 To Portland,4016,45.50479,-122.63008,270,30,1452,STOPPED_AT
17642,2023-09-17T22:46:28.169094Z,12748592,2,0,,,1694990784,FX2 To Portland,3305,45.504074,-122.53382,270,17,1381,IN_TRANSIT_TO
17644,2023-09-17T22:46:28.174656Z,12748591,2,0,,,1694990784,FX2 To Portland,3321,45.50438,-122.563,271,21,13298,IN_TRANSIT_TO
17645,2023-09-17T22:46:28.177223Z,12748589,2,0,,,1694990781,FX2 To NW 5th & Hoyt,4509,45.502525,-122.67209,271,37,3398,IN_TRANSIT_TO
17646,2023-09-17T22:46:28.179789Z,12748132,2,0,,,1694990787,FX2 To Gresham,4512,45.513958,-122.68018,200,7,10491,IN_TRANSIT_TO
17647,2023-09-17T22:46:28.182555Z,12748588,2,0,,,1694990778,FX2 To NW Irving & 5th,4514,45.522846,-122.67656,20,42,9300,IN_TRANSIT_TO
17648,2023-09-17T22:46:28.185279Z,12748133,2,0,,,1694990787,FX2 To Gresham,4517,45.527634,-122.67556,178,1,9302,STOPPED_AT
17649,2023-09-17T22:46:28.187839Z,12748129,2,0,,,1694990772,FX2 To Gresham,4518,45.504147,-122.54283,90,27,1379,IN_TRANSIT_TO
17650,2023-09-17T22:46:28.190264Z,12748131,2,0,,,1694990778,FX2 To Gresham,4520,45.50487,-122.658455,90,10,1375,IN_TRANSIT_TO
17652,2023-09-17T22:46:28.195222Z,12748594,2,0,,,1694990787,FX2 To Portland,4531,45.502167,-122.41811,179,2,14232,IN_TRANSIT_TO
17659,2023-09-17T22:46:28.212659Z,12748593,2,0,,,1694990769,FX2 To Portland,3736,45.504494,-122.46627,271,8,14235,IN_TRANSIT_TO
17661,2023-09-17T22:46:28.217802Z,12748128,2,0,,,1694990781,FX2 To Gresham,3931,45.50407,-122.52327,89,29,1389,STOPPED_AT
17662,2023-09-17T22:46:28.220223Z,12748597,2,0,,,1694990787,FX2 To Portland,4012,45.502262,-122.41806,211,2,14232,IN_TRANSIT_TO
17663,2023-09-17T22:46:28.222783Z,12748590,2,0,,,1694990784,FX2 To Portland,4016,45.504795,-122.633385,270,31,1448,IN_TRANSIT_TO
17672,2023-09-17T22:46:43.539985Z,12748592,2,0,,,1694990784,FX2 To Portland,3305,45.504074,-122.53382,270,17,1381,IN_TRANSIT_TO
17674,2023-09-17T22:46:43.544486Z,12748591,2,0,,,1694990784,FX2 To Portland,3321,45.50438,-122.563,271,21,13298,IN_TRANSIT_TO
17675,2023-09-17T22:46:43.546862Z,12748589,2,0,,,1694990781,FX2 To NW 5th & Hoyt,4509,45.502525,-122.67209,271,37,3398,IN_TRANSIT_TO
17676,2023-09-17T22:46:43.550293Z,12748132,2,0,,,1694990787,FX2 To Gresham,4512,45.513958,-122.68018,200,7,10491,IN_TRANSIT_TO
17677,2023-09-17T22:46:43.552551Z,12748588,2,0,,,1694990778,FX2 To NW Irving & 5th,4514,45.522846,-122.67656,20,42,9300,IN_TRANSIT_TO
17678,2023-09-17T22:46:43.554961Z,12748133,2,0,,,1694990787,FX2 To Gresham,4517,45.527634,-122.67556,178,1,9302,STOPPED_AT
17679,2023-09-17T22:46:43.557383Z,12748129,2,0,,,1694990802,FX2 To Gresham,4518,45.504105,-122.53923,91,27,1379,IN_TRANSIT_TO
17680,2023-09-17T22:46:43.559955Z,12748131,2,0,,,1694990778,FX2 To Gresham,4520,45.50487,-122.658455,90,10,1375,IN_TRANSIT_TO
17682,2023-09-17T22:46:43.564895Z,12748594,2,0,,,1694990787,FX2 To Portland,4531,45.502167,-122.41811,179,2,14232,IN_TRANSIT_TO
17689,2023-09-17T22:46:43.581787Z,12748593,2,0,,,1694990799,FX2 To Portland,3736,45.50454,-122.47183,270,8,14235,IN_TRANSIT_TO
17691,2023-09-17T22:46:43.586576Z,12748128,2,0,,,1694990802,FX2 To Gresham,3931,45.504074,-122.52278,89,30,13881,IN_TRANSIT_TO
17692,2023-09-17T22:46:43.588925Z,12748597,2,0,,,1694990787,FX2 To Portland,4012,45.502262,-122.41806,211,2,14232,IN_TRANSIT_TO
17693,2023-09-17T22:46:43.591708Z,12748590,2,0,,,1694990784,FX2 To Portland,4016,45.504795,-122.633385,270,31,1448,IN_TRANSIT_TO
17702,2023-09-17T22:46:58.883893Z,12748592,2,0,,,1694990814,FX2 To Portland,3305,45.50409,-122.5373,270,17,1381,IN_TRANSIT_TO
17704,2023-09-17T22:46:58.888756Z,12748591,2,0,,,1694990814,FX2 To Portland,3321,45.50445,-122.5664,271,21,13298,IN_TRANSIT_TO
17705,2023-09-17T22:46:58.891073Z,12748589,2,0,,,1694990811,FX2 To NW 5th & Hoyt,4509,45.505135,-122.674126,332,37,3398,IN_TRANSIT_TO
17706,2023-09-17T22:46:58.89355Z,12748132,2,0,,,1694990817,FX2 To Gresham,4512,45.512184,-122.681145,200,7,10491,IN_TRANSIT_TO
17707,2023-09-17T22:46:58.898293Z,12748588,2,0,,,1694990808,FX2 To NW Irving & 5th,4514,45.523632,-122.67647,358,42,9300,IN_TRANSIT_TO
17708,2023-09-17T22:46:58.900785Z,12748133,2,0,,,1694990817,FX2 To Gresham,4517,45.527634,-122.67556,178,1,9302,STOPPED_AT
17709,2023-09-17T22:46:58.902982Z,12748129,2,0,,,1694990802,FX2 To Gresham,4518,45.504105,-122.53923,91,27,1379,IN_TRANSIT_TO
17710,2023-09-17T22:46:58.905739Z,12748131,2,0,,,1694990808,FX2 To Gresham,4520,45.50487,-122.65808,90,10,1375,IN_TRANSIT_TO
17712,2023-09-17T22:46:58.915468Z,12748594,2,0,,,1694990817,FX2 To Portland,4531,45.502167,-122.41811,179,2,14232,IN_TRANSIT_TO
17718,2023-09-17T22:46:58.929962Z,12748593,2,0,,,1694990799,FX2 To Portland,3736,45.50454,-122.47183,270,8,14235,IN_TRANSIT_TO
17720,2023-09-17T22:46:58.934662Z,12748128,2,0,,,1694990802,FX2 To Gresham,3931,45.504074,-122.52278,89,30,13881,IN_TRANSIT_TO
17721,2023-09-17T22:46:58.936892Z,12748597,2,0,,,1694990817,FX2 To Portland,4012,45.502262,-122.41806,211,2,14232,IN_TRANSIT_TO
17722,2023-09-17T22:46:58.939735Z,12748590,2,0,,,1694990814,FX2 To Portland,4016,45.504803,-122.63697,269,32,1442,IN_TRANSIT_TO
17731,2023-09-17T22:47:14.229684Z,12748592,2,0,,,1694990814,FX2 To Portland,3305,45.50409,-122.5373,270,17,1381,IN_TRANSIT_TO
17733,2023-09-17T22:47:14.234452Z,12748591,2,0,,,1694990814,FX2 To Portland,3321,45.50445,-122.5664,271,21,13298,IN_TRANSIT_TO
17734,2023-09-17T22:47:14.236999Z,12748589,2,0,,,1694990811,FX2 To NW 5th & Hoyt,4509,45.505135,-122.674126,332,37,3398,IN_TRANSIT_TO
17735,2023-09-17T22:47:14.2394Z,12748132,2,0,,,1694990817,FX2 To Gresham,4512,45.512184,-122.681145,200,7,10491,IN_TRANSIT_TO
17736,2023-09-17T22:47:14.241803Z,12748588,2,0,,,1694990808,FX2 To NW Irving & 5th,4514,45.523632,-122.67647,358,42,9300,IN_TRANSIT_TO
17737,2023-09-17T22:47:14.244253Z,12748133,2,0,,,1694990817,FX2 To Gresham,4517,45.527634,-122.67556,178,1,9302,STOPPED_AT
17738,2023-09-17T22:47:14.246774Z,12748129,2,0,,,1694990832,FX2 To Gresham,4518,45.504097,-122.537834,90,27,1379,IN_TRANSIT_TO
17739,2023-09-17T22:47:14.249593Z,12748131,2,0,,,1694990808,FX2 To Gresham,4520,45.50487,-122.65808,90,10,1375,IN_TRANSIT_TO
17741,2023-09-17T22:47:14.25444Z,12748594,2,0,,,1694990817,FX2 To Portland,4531,45.502167,-122.41811,179,2,14232,IN_TRANSIT_TO
17747,2023-09-17T22:47:14.269811Z,12748593,2,0,,,1694990829,FX2 To Portland,3736,45.504574,-122.4767,270,8,14235,IN_TRANSIT_TO
17749,2023-09-17T22:47:14.274746Z,12748128,2,0,,,1694990832,FX2 To Gresham,3931,45.50412,-122.51725,88,30,13881,IN_TRANSIT_TO
17750,2023-09-17T22:47:14.278509Z,12748597,2,0,,,1694990817,FX2 To Portland,4012,45.502262,-122.41806,211,2,14232,IN_TRANSIT_TO
17751,2023-09-17T22:47:14.28149Z,12748590,2,0,,,1694990814,FX2 To Portland,4016,45.504803,-122.63697,269,32,1442,IN_TRANSIT_TO
17760,2023-09-17T22:47:29.583686Z,12748592,2,0,,,1694990844,FX2 To Portland,3305,45.504097,-122.53835,270,17,1381,STOPPED_AT
17762,2023-09-17T22:47:29.588372Z,12748591,2,0,,,1694990844,FX2 To Portland,3321,45.50451,-122.5674,271,21,13298,STOPPED_AT
17763,2023-09-17T22:47:29.590861Z,12748589,2,0,,,1694990841,FX2 To NW 5th & Hoyt,4509,45.507984,-122.67636,282,37,3398,IN_TRANSIT_TO
17764,2023-09-17T22:47:29.593292Z,12748132,2,0,,,1694990847,FX2 To Gresham,4512,45.511257,-122.68165,201,7,10491,IN_TRANSIT_TO
17765,2023-09-17T22:47:29.59604Z,12748588,2,0,,,1694990838,FX2 To NW Irving & 5th,4514,45.524315,-122.67649,358,42,9300,IN_TRANSIT_TO
17766,2023-09-17T22:47:29.598646Z,12748133,2,0,,,1694990847,FX2 To Gresham,4517,45.527634,-122.67556,178,1,9302,STOPPED_AT
17767,2023-09-17T22:47:29.60099Z,12748129,2,0,,,1694990832,FX2 To Gresham,4518,45.504097,-122.537834,90,27,1379,IN_TRANSIT_TO
17768,2023-09-17T22:47:29.603334Z,12748131,2,0,,,1694990838,FX2 To Gresham,4520,45.50487,-122.65808,90,10,1375,IN_TRANSIT_TO
17770,2023-09-17T22:47:29.608313Z,12748594,2,0,,,1694990847,FX2 To Portland,4531,45.502167,-122.41811,179,2,14232,IN_TRANSIT_TO
17776,2023-09-17T22:47:29.622286Z,12748593,2,0,,,1694990829,FX2 To Portland,3736,45.504574,-122.4767,270,8,14235,IN_TRANSIT_TO
17778,2023-09-17T22:47:29.626896Z,12748128,2,0,,,1694990832,FX2 To Gresham,3931,45.50412,-122.51725,88,30,13881,IN_TRANSIT_TO
17779,2023-09-17T22:47:29.629352Z,12748597,2,0,,,1694990847,FX2 To Portland,4012,45.502262,-122.41806,211,2,14232,IN_TRANSIT_TO
17780,2023-09-17T22:47:29.63216Z,12748590,2,0,,,1694990844,FX2 To Portland,4016,45.504807,-122.639114,270,32,1442,IN_TRANSIT_TO
17789,2023-09-17T22:47:44.941264Z,12748592,2,0,,,1694990844,FX2 To Portland,3305,45.504097,-122.53835,270,17,1381,STOPPED_AT
17791,2023-09-17T22:47:44.946357Z,12748591,2,0,,,1694990844,FX2 To Portland,3321,45.50451,-122.5674,271,21,13298,STOPPED_AT
17792,2023-09-17T22:47:44.948774Z,12748589,2,0,,,1694990841,FX2 To NW 5th & Hoyt,4509,45.507984,-122.67636,282,37,3398,IN_TRANSIT_TO
17793,2023-09-17T22:47:44.951425Z,12748132,2,0,,,1694990847,FX2 To Gresham,4512,45.511257,-122.68165,201,7,10491,IN_TRANSIT_TO
17794,2023-09-17T22:47:44.954016Z,12748588,2,0,,,1694990838,FX2 To NW Irving & 5th,4514,45.524315,-122.67649,358,42,9300,IN_TRANSIT_TO
17795,2023-09-17T22:47:44.956462Z,12748133,2,0,,,1694990847,FX2 To Gresham,4517,45.527634,-122.67556,178,1,9302,STOPPED_AT
17796,2023-09-17T22:47:44.959896Z,12748129,2,0,,,1694990862,FX2 To Gresham,4518,45.50408,-122.53512,89,28,1386,IN_TRANSIT_TO
17797,2023-09-17T22:47:44.962463Z,12748131,2,0,,,1694990838,FX2 To Gresham,4520,45.50487,-122.65808,90,10,1375,IN_TRANSIT_TO
