timestamp (in seconds),bus_trip_no,status,bus_stop_no,latitude,longitude,distance
966,1,DISPATCHED_FROM,1,45.492786,-122.401855,0.0
967,1,TRANSIT_TO,2,45.4928668,-122.40211635,22.263518334838864
968,1,TRANSIT_TO,2,45.4929476,-122.4023777,44.52703666967773
969,1,TRANSIT_TO,2,45.4930284,-122.40263904999999,66.79055500451659
970,1,TRANSIT_TO,2,45.4931092,-122.4029004,89.05407333935545
971,1,TRANSIT_TO,2,45.493190000000006,-122.40316175,111.31759167419432
972,1,TRANSIT_TO,2,45.493270800000005,-122.4034231,133.58111000903318
973,1,TRANSIT_TO,2,45.493351600000004,-122.40368445,155.84462834387205
974,1,TRANSIT_TO,2,45.4934324,-122.4039458,178.1081466787109
975,1,TRANSIT_TO,2,45.4935132,-122.40420714999999,200.37166501354977
976,1,TRANSIT_TO,2,45.493594,-122.4044685,222.63518334838864
977,1,TRANSIT_TO,2,45.4936748,-122.40472985,244.8987016832275
978,1,TRANSIT_TO,2,45.4937556,-122.4049912,267.16222001806636
979,1,TRANSIT_TO,2,45.4938364,-122.40525255,289.4257383529052
980,1,TRANSIT_TO,2,45.493917200000006,-122.4055139,311.6892566877441
981,1,TRANSIT_TO,2,45.493998000000005,-122.40577524999999,333.95277502258295
982,1,TRANSIT_TO,2,45.494078800000004,-122.4060366,356.2162933574218
983,1,TRANSIT_TO,2,45.4941596,-122.40629795,378.4798116922607
984,1,TRANSIT_TO,2,45.4942404,-122.4065593,400.74333002709955
985,1,TRANSIT_TO,2,45.4943212,-122.40682065,423.0068483619384
986,1,TRANSIT_TO,2,45.494402,-122.407082,445.2703666967773
987,1,TRANSIT_TO,2,45.4944828,-122.40734334999999,467.53388503161614
988,1,TRANSIT_TO,2,45.4945636,-122.4076047,489.797403366455
989,1,TRANSIT_TO,2,45.494644400000006,-122.40786605,512.0609217012939
990,1,TRANSIT_TO,2,45.494725200000005,-122.4081274,534.3244400361327
991,1,TRANSIT_TO,2,45.494806000000004,-122.40838875,556.5879583709716
992,1,TRANSIT_TO,2,45.4948868,-122.4086501,578.8514767058105
993,1,TRANSIT_TO,2,45.4949676,-122.40891144999999,601.1149950406493
994,1,TRANSIT_TO,2,45.4950484,-122.4091728,623.3785133754882
995,1,TRANSIT_TO,2,45.4951292,-122.40943415,645.642031710327
996,1,TRANSIT_TO,2,45.49521,-122.4096955,667.9055500451659
997,1,TRANSIT_TO,2,45.4952908,-122.40995685,690.1690683800048
998,1,TRANSIT_TO,2,45.495371600000006,-122.4102182,712.4325867148436
999,1,TRANSIT_TO,2,45.495452400000005,-122.41047954999999,734.6961050496825
1000,1,TRANSIT_TO,2,45.495533200000004,-122.4107409,756.9596233845214
1001,1,TRANSIT_TO,2,45.495614,-122.41100225,779.2231417193602
1002,1,TRANSIT_TO,2,45.4956948,-122.4112636,801.4866600541991
1003,1,TRANSIT_TO,2,45.4957756,-122.41152495,823.750178389038
1004,1,TRANSIT_TO,2,45.4958564,-122.4117863,846.0136967238768
1005,1,TRANSIT_TO,2,45.4959372,-122.41204764999999,868.2772150587157
1006,1,TRANSIT_TO,2,45.496018,-122.412309,890.5407333935545
1007,1,TRANSIT_TO,2,45.496098800000006,-122.41257035,912.8042517283934
1008,1,TRANSIT_TO,2,45.496179600000005,-122.4128317,935.0677700632323
1009,1,TRANSIT_TO,2,45.496260400000004,-122.41309305,957.3312883980711
1010,1,TRANSIT_TO,2,45.4963412,-122.4133544,979.59480673291
1011,1,TRANSIT_TO,2,45.496422,-122.41361574999999,1001.8583250677489
1012,1,TRANSIT_TO,2,45.4965028,-122.4138771,1024.1218434025877
1013,1,TRANSIT_TO,2,45.4965836,-122.41413845,1046.3853617374266
1014,1,TRANSIT_TO,2,45.4966644,-122.4143998,1068.6488800722655
1015,1,TRANSIT_TO,2,45.4967452,-122.41466115,1090.9123984071043
1016,1,TRANSIT_TO,2,45.496826,-122.4149225,1113.1759167419432
1017,1,TRANSIT_TO,2,45.496906800000005,-122.41518384999999,1135.439435076782
1018,1,TRANSIT_TO,2,45.496987600000004,-122.4154452,1157.702953411621
1019,1,TRANSIT_TO,2,45.4970684,-122.41570655,1179.9664717464598
1020,1,TRANSIT_TO,2,45.4971492,-122.4159679,1202.2299900812986
1021,1,TRANSIT_TO,2,45.49723,-122.41622925,1224.4935084161375
1022,1,TRANSIT_TO,2,45.4973108,-122.41649059999999,1246.7570267509764
1023,1,TRANSIT_TO,2,45.4973916,-122.41675194999999,1269.0205450858152
1024,1,TRANSIT_TO,2,45.4974724,-122.4170133,1291.284063420654
1025,1,TRANSIT_TO,2,45.4975532,-122.41727465,1313.547581755493
1026,1,TRANSIT_TO,2,45.497634000000005,-122.417536,1335.8111000903318
1027,1,TRANSIT_TO,2,45.497714800000004,-122.41779735,1358.0746184251707
1028,1,TRANSIT_TO,2,45.4977956,-122.41805869999999,1380.3381367600095
1029,1,TRANSIT_TO,2,45.4978764,-122.41832004999999,1402.6016550948484
1030,1,TRANSIT_TO,2,45.4979572,-122.4185814,1424.8651734296873
1031,1,TRANSIT_TO,2,45.498038,-122.41884275,1447.1286917645261
1032,1,TRANSIT_TO,2,45.4981188,-122.4191041,1469.392210099365
1033,1,TRANSIT_TO,2,45.4981996,-122.41936545,1491.6557284342039
1034,1,TRANSIT_TO,2,45.4982804,-122.41962679999999,1513.9192467690427
1035,1,TRANSIT_TO,2,45.498361200000005,-122.41988814999999,1536.1827651038816
1036,1,TRANSIT_TO,2,45.498442000000004,-122.4201495,1558.4462834387205
1037,1,TRANSIT_TO,2,45.4985228,-122.42041085,1580.7098017735593
1038,1,TRANSIT_TO,2,45.4986036,-122.4206722,1602.9733201083982
1039,1,TRANSIT_TO,2,45.4986844,-122.42093355,1625.236838443237
1040,1,TRANSIT_TO,2,45.4987652,-122.42119489999999,1647.500356778076
1041,1,TRANSIT_TO,2,45.498846,-122.42145624999999,1669.7638751129148
1042,1,TRANSIT_TO,2,45.4989268,-122.4217176,1692.0273934477536
1043,1,TRANSIT_TO,2,45.4990076,-122.42197895,1714.2909117825925
1044,1,TRANSIT_TO,2,45.499088400000005,-122.4222403,1736.5544301174314
1045,1,TRANSIT_TO,2,45.499169200000004,-122.42250165,1758.8179484522702
1046,1,TRANSIT_TO,2,45.49925,-122.42276299999999,1781.081466787109
1047,1,TRANSIT_TO,2,45.4993308,-122.42302434999999,1803.344985121948
1048,1,TRANSIT_TO,2,45.4994116,-122.4232857,1825.6085034567868
1049,1,TRANSIT_TO,2,45.4994924,-122.42354705,1847.8720217916257
1050,1,TRANSIT_TO,2,45.4995732,-122.4238084,1870.1355401264645
